id,Météo,Moment de la journée,État de la route,Espace devant sur voie principale,Vitesse sur voie principale,Distance sur voie principale,Type de véhicule sur voie principale,Besoin du passager,Rôle du véhicule autonome,Type de véhicule suivant,État du véhicule,Distance jusqu'au point de fusion,Vitesse du véhicule
139354,Pluvieux,Jour,Sec,20 mètres,35 km/h,50 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,100 mètres,30 km/h
139390,Pluvieux,Jour,Sec,20 mètres,35 km/h,50 mètres,Voiture,Urgent (transport médical),Camion,Aucun,En approche,10 mètres,30 km/h
139585,Pluvieux,Jour,Sec,20 mètres,35 km/h,50 mètres,Voiture,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,50 mètres,80 km/h
139637,Pluvieux,Jour,Sec,20 mètres,35 km/h,50 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,50 mètres,30 km/h
139665,Pluvieux,Jour,Sec,20 mètres,35 km/h,50 mètres,Camion,Urgent (transport médical),Camion,Voiture,En approche,50 mètres,80 km/h
140056,Pluvieux,Jour,Sec,20 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Voiture,En approche,50 mètres,50 km/h
140069,Pluvieux,Jour,Sec,20 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,10 mètres,50 km/h
140484,Pluvieux,Jour,Sec,20 mètres,35 km/h,100 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,100 mètres,30 km/h
140659,Pluvieux,Jour,Sec,20 mètres,35 km/h,100 mètres,Camion,Pas de besoin particulier,Camion,Voiture,En approche,10 mètres,50 km/h
140696,Pluvieux,Jour,Sec,20 mètres,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,50 mètres,50 km/h
140739,Pluvieux,Jour,Sec,20 mètres,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Aucun,En approche,10 mètres,50 km/h
140757,Pluvieux,Jour,Sec,20 mètres,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,50 mètres,30 km/h
140759,Pluvieux,Jour,Sec,20 mètres,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,10 mètres,50 km/h
140812,Pluvieux,Jour,Sec,20 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,80 km/h
140931,Pluvieux,Jour,Sec,20 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
141018,Pluvieux,Jour,Sec,20 mètres,60 km/h,50 mètres,Voiture,Urgent (transport médical),Camion,Voiture,En approche,10 mètres,80 km/h
141151,Pluvieux,Jour,Sec,20 mètres,60 km/h,50 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Aucun,À l'arrêt,0 mètre,0 km/h
141506,Pluvieux,Jour,Sec,20 mètres,60 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,50 mètres,50 km/h
141552,Pluvieux,Jour,Sec,20 mètres,60 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,80 km/h
141576,Pluvieux,Jour,Sec,20 mètres,60 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Aucun,En approche,50 mètres,50 km/h
141940,Pluvieux,Jour,Sec,20 mètres,60 km/h,100 mètres,Voiture,Pas de besoin particulier,Voiture,Aucun,En approche,10 mètres,30 km/h
141943,Pluvieux,Jour,Sec,20 mètres,60 km/h,100 mètres,Voiture,Pas de besoin particulier,Voiture,Voiture,En approche,100 mètres,50 km/h
141970,Pluvieux,Jour,Sec,20 mètres,60 km/h,100 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,10 mètres,30 km/h
142089,Pluvieux,Jour,Sec,20 mètres,60 km/h,100 mètres,Camion,Urgent (transport médical),Camion,Aucun,En approche,10 mètres,50 km/h
142135,Pluvieux,Jour,Sec,20 mètres,60 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,50 mètres,80 km/h
142538,Pluvieux,Jour,Sec,20 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Aucun,En approche,10 mètres,80 km/h
142975,Pluvieux,Jour,Sec,20 mètres,60 km/h,150 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,80 km/h
143113,Pluvieux,Jour,Sec,20 mètres,60 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,En approche,100 mètres,50 km/h
143179,Pluvieux,Jour,Sec,20 mètres,60 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Voiture,En approche,10 mètres,50 km/h
143445,Pluvieux,Jour,Sec,20 mètres,100 km/h,100 mètres,Voiture,Urgent (transport médical),Camion,Voiture,En approche,50 mètres,80 km/h
143551,Pluvieux,Jour,Sec,20 mètres,100 km/h,100 mètres,Voiture,Pas de besoin particulier,Voiture,Aucun,À l'arrêt,0 mètre,0 km/h
143559,Pluvieux,Jour,Sec,20 mètres,100 km/h,100 mètres,Voiture,Pas de besoin particulier,Voiture,Aucun,En approche,10 mètres,50 km/h
143667,Pluvieux,Jour,Sec,20 mètres,100 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,50 mètres,30 km/h
143754,Pluvieux,Jour,Sec,20 mètres,100 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,100 mètres,30 km/h
144146,Pluvieux,Jour,Sec,20 mètres,100 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,50 km/h
144363,Pluvieux,Jour,Sec,20 mètres,100 km/h,150 mètres,Voiture,Pas de besoin particulier,Voiture,Aucun,En approche,100 mètres,50 km/h
144808,Pluvieux,Jour,Sec,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,10 mètres,80 km/h
144898,Pluvieux,Jour,Sec,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,10 mètres,80 km/h
145224,Pluvieux,Jour,Sec,20 mètres,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,30 km/h
145326,Pluvieux,Jour,Sec,20 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Camion,Aucun,En approche,50 mètres,50 km/h
145346,Pluvieux,Jour,Sec,20 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,50 mètres,50 km/h
145354,Pluvieux,Jour,Sec,20 mètres,100 km/h,200 mètres,Camion,Pressé (travail/vol),Voiture,Aucun,En approche,100 mètres,30 km/h
146467,Pluvieux,Jour,Mouillé,Libre,35 km/h,10 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,50 mètres,30 km/h
146600,Pluvieux,Jour,Mouillé,Libre,35 km/h,10 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Voiture,En approche,10 mètres,30 km/h
146882,Pluvieux,Jour,Mouillé,Libre,35 km/h,50 mètres,Camion,Urgent (transport médical),Voiture,Aucun,En approche,100 mètres,80 km/h
146967,Pluvieux,Jour,Mouillé,Libre,35 km/h,50 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,50 mètres,30 km/h
147063,Pluvieux,Jour,Mouillé,Libre,35 km/h,50 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,100 mètres,50 km/h
147241,Pluvieux,Jour,Mouillé,Libre,35 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Aucun,À l'arrêt,0 mètre,0 km/h
147315,Pluvieux,Jour,Mouillé,Libre,35 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Voiture,En approche,50 mètres,80 km/h
147828,Pluvieux,Jour,Mouillé,Libre,35 km/h,100 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,10 mètres,80 km/h
147859,Pluvieux,Jour,Mouillé,Libre,35 km/h,100 mètres,Camion,Pressé (travail/vol),Camion,Voiture,En approche,10 mètres,50 km/h
147996,Pluvieux,Jour,Mouillé,Libre,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,50 mètres,50 km/h
148243,Pluvieux,Jour,Mouillé,Libre,60 km/h,50 mètres,Voiture,Urgent (transport médical),Voiture,Voiture,En approche,100 mètres,50 km/h
148366,Pluvieux,Jour,Mouillé,Libre,60 km/h,50 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,50 mètres,50 km/h
148403,Pluvieux,Jour,Mouillé,Libre,60 km/h,50 mètres,Voiture,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,100 mètres,50 km/h
148492,Pluvieux,Jour,Mouillé,Libre,60 km/h,50 mètres,Voiture,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,100 mètres,80 km/h
148719,Pluvieux,Jour,Mouillé,Libre,60 km/h,50 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,10 mètres,50 km/h
148808,Pluvieux,Jour,Mouillé,Libre,60 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,10 mètres,80 km/h
148860,Pluvieux,Jour,Mouillé,Libre,60 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,10 mètres,30 km/h
149184,Pluvieux,Jour,Mouillé,Libre,60 km/h,100 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,30 km/h
149196,Pluvieux,Jour,Mouillé,Libre,60 km/h,100 mètres,Voiture,Pressé (travail/vol),Camion,Aucun,En approche,50 mètres,50 km/h
149335,Pluvieux,Jour,Mouillé,Libre,60 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,50 mètres,80 km/h
149537,Pluvieux,Jour,Mouillé,Libre,60 km/h,100 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,50 mètres,30 km/h
149556,Pluvieux,Jour,Mouillé,Libre,60 km/h,100 mètres,Camion,Pas de besoin particulier,Camion,Aucun,En approche,50 mètres,50 km/h
149685,Pluvieux,Jour,Mouillé,Libre,60 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,50 mètres,80 km/h
149832,Pluvieux,Jour,Mouillé,Libre,60 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Voiture,En approche,100 mètres,80 km/h
149974,Pluvieux,Jour,Mouillé,Libre,60 km/h,150 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,100 mètres,30 km/h
150097,Pluvieux,Jour,Mouillé,Libre,60 km/h,150 mètres,Voiture,Pas de besoin particulier,Camion,Aucun,En approche,50 mètres,30 km/h
150447,Pluvieux,Jour,Mouillé,Libre,60 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,30 km/h
150479,Pluvieux,Jour,Mouillé,Libre,60 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,10 mètres,50 km/h
150487,Pluvieux,Jour,Mouillé,Libre,60 km/h,150 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Aucun,En approche,50 mètres,30 km/h
150706,Pluvieux,Jour,Mouillé,Libre,100 km/h,100 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,50 mètres,50 km/h
150731,Pluvieux,Jour,Mouillé,Libre,100 km/h,100 mètres,Voiture,Urgent (transport médical),Camion,Voiture,À l'arrêt,0 mètre,0 km/h
151112,Pluvieux,Jour,Mouillé,Libre,100 km/h,100 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,100 mètres,80 km/h
151222,Pluvieux,Jour,Mouillé,Libre,100 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,100 mètres,80 km/h
151464,Pluvieux,Jour,Mouillé,Libre,100 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,100 mètres,30 km/h
151488,Pluvieux,Jour,Mouillé,Libre,100 km/h,150 mètres,Voiture,Urgent (transport médical),Voiture,Voiture,En approche,10 mètres,80 km/h
151655,Pluvieux,Jour,Mouillé,Libre,100 km/h,150 mètres,Voiture,Pas de besoin particulier,Voiture,Aucun,En approche,50 mètres,80 km/h
151812,Pluvieux,Jour,Mouillé,Libre,100 km/h,150 mètres,Camion,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,80 km/h
151962,Pluvieux,Jour,Mouillé,Libre,100 km/h,150 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,100 mètres,80 km/h
152026,Pluvieux,Jour,Mouillé,Libre,100 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,En approche,50 mètres,50 km/h
152968,Pluvieux,Jour,Mouillé,Libre,100 km/h,200 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,80 km/h
153736,Pluvieux,Jour,Mouillé,100 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,50 mètres,50 km/h
153740,Pluvieux,Jour,Mouillé,100 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,30 km/h
153760,Pluvieux,Jour,Mouillé,100 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,10 mètres,30 km/h
153843,Pluvieux,Jour,Mouillé,100 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,100 mètres,50 km/h
154074,Pluvieux,Jour,Mouillé,100 mètres,35 km/h,50 mètres,Voiture,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,100 mètres,30 km/h
154310,Pluvieux,Jour,Mouillé,100 mètres,35 km/h,50 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,10 mètres,30 km/h
154318,Pluvieux,Jour,Mouillé,100 mètres,35 km/h,50 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,80 km/h
154414,Pluvieux,Jour,Mouillé,100 mètres,35 km/h,50 mètres,Camion,Pas de besoin particulier,Camion,Aucun,En approche,100 mètres,30 km/h
154834,Pluvieux,Jour,Mouillé,100 mètres,35 km/h,100 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,100 mètres,30 km/h
155084,Pluvieux,Jour,Mouillé,100 mètres,35 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Voiture,En approche,100 mètres,30 km/h
155142,Pluvieux,Jour,Mouillé,100 mètres,35 km/h,100 mètres,Camion,Pressé (travail/vol),Camion,Voiture,En approche,100 mètres,80 km/h
155459,Pluvieux,Jour,Mouillé,100 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,10 mètres,50 km/h
155470,Pluvieux,Jour,Mouillé,100 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,10 mètres,30 km/h
155689,Pluvieux,Jour,Mouillé,100 mètres,60 km/h,50 mètres,Voiture,Pressé (travail/vol),Camion,Voiture,En approche,10 mètres,50 km/h
155732,Pluvieux,Jour,Mouillé,100 mètres,60 km/h,50 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,100 mètres,80 km/h
155742,Pluvieux,Jour,Mouillé,100 mètres,60 km/h,50 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,100 mètres,80 km/h
155774,Pluvieux,Jour,Mouillé,100 mètres,60 km/h,50 mètres,Voiture,Pas de besoin particulier,Camion,Voiture,En approche,100 mètres,30 km/h
155811,Pluvieux,Jour,Mouillé,100 mètres,60 km/h,50 mètres,Camion,Urgent (transport médical),Voiture,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
155976,Pluvieux,Jour,Mouillé,100 mètres,60 km/h,50 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,50 mètres,50 km/h
156059,Pluvieux,Jour,Mouillé,100 mètres,60 km/h,50 mètres,Camion,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,10 mètres,50 km/h
156358,Pluvieux,Jour,Mouillé,100 mètres,60 km/h,100 mètres,Voiture,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,10 mètres,80 km/h
156740,Pluvieux,Jour,Mouillé,100 mètres,60 km/h,100 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,10 mètres,30 km/h
156862,Pluvieux,Jour,Mouillé,100 mètres,60 km/h,100 mètres,Camion,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,100 mètres,80 km/h
157016,Pluvieux,Jour,Mouillé,100 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,50 km/h
157211,Pluvieux,Jour,Mouillé,100 mètres,60 km/h,150 mètres,Voiture,Urgent (transport médical),Camion,Voiture,À l'arrêt,0 mètre,0 km/h
157702,Pluvieux,Jour,Mouillé,100 mètres,60 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,100 mètres,80 km/h
157902,Pluvieux,Jour,Mouillé,100 mètres,60 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,100 mètres,80 km/h
157931,Pluvieux,Jour,Mouillé,100 mètres,60 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Voiture,À l'arrêt,0 mètre,0 km/h
158023,Pluvieux,Jour,Mouillé,100 mètres,100 km/h,100 mètres,Voiture,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,50 km/h
158093,Pluvieux,Jour,Mouillé,100 mètres,100 km/h,100 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,50 km/h
158445,Pluvieux,Jour,Mouillé,100 mètres,100 km/h,100 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,50 mètres,80 km/h
158494,Pluvieux,Jour,Mouillé,100 mètres,100 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Aucun,En approche,100 mètres,30 km/h
158585,Pluvieux,Jour,Mouillé,100 mètres,100 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Aucun,En approche,50 mètres,80 km/h
159138,Pluvieux,Jour,Mouillé,100 mètres,100 km/h,150 mètres,Camion,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,80 km/h
159151,Pluvieux,Jour,Mouillé,100 mètres,100 km/h,150 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Aucun,À l'arrêt,0 mètre,0 km/h
159158,Pluvieux,Jour,Mouillé,100 mètres,100 km/h,150 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,10 mètres,80 km/h
159670,Pluvieux,Jour,Mouillé,100 mètres,100 km/h,200 mètres,Voiture,Pressé (travail/vol),Voiture,Aucun,En approche,10 mètres,30 km/h
159689,Pluvieux,Jour,Mouillé,100 mètres,100 km/h,200 mètres,Voiture,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,10 mètres,50 km/h
159768,Pluvieux,Jour,Mouillé,100 mètres,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Voiture,Voiture,En approche,10 mètres,80 km/h
159854,Pluvieux,Jour,Mouillé,100 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Voiture,Voiture,En approche,100 mètres,30 km/h
160547,Pluvieux,Jour,Mouillé,50 mètres,35 km/h,10 mètres,Voiture,Pressé (travail/vol),Camion,Voiture,En approche,50 mètres,30 km/h
160797,Pluvieux,Jour,Mouillé,50 mètres,35 km/h,10 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,30 km/h
161503,Pluvieux,Jour,Mouillé,50 mètres,35 km/h,50 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,100 mètres,50 km/h
161715,Pluvieux,Jour,Mouillé,50 mètres,35 km/h,50 mètres,Camion,Pas de besoin particulier,Camion,Voiture,En approche,50 mètres,80 km/h
162313,Pluvieux,Jour,Mouillé,50 mètres,35 km/h,100 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,100 mètres,50 km/h
162470,Pluvieux,Jour,Mouillé,50 mètres,35 km/h,100 mètres,Camion,Pas de besoin particulier,Voiture,Voiture,En approche,10 mètres,30 km/h
162511,Pluvieux,Jour,Mouillé,50 mètres,35 km/h,100 mètres,Camion,Pas de besoin particulier,Camion,Aucun,À l'arrêt,0 mètre,0 km/h
162562,Pluvieux,Jour,Mouillé,50 mètres,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,100 mètres,80 km/h
162566,Pluvieux,Jour,Mouillé,50 mètres,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,50 mètres,50 km/h
162704,Pluvieux,Jour,Mouillé,50 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Voiture,En approche,100 mètres,30 km/h
162732,Pluvieux,Jour,Mouillé,50 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Voiture,En approche,100 mètres,80 km/h
