id,天气,时间,路况,主车道前方空隙,主车道车速,主车道车距,主车道车辆类型,乘客需求,本车角色,后车类型,本车状态,本车距合流点距离,本车速度
148860,雨天,白天,湿滑,畅通,60公里/小时,50米,应急车辆,紧急（送医）,卡车,应急车辆,接近中,10米,30公里/小时
149184,雨天,白天,湿滑,畅通,60公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,100米,30公里/小时
149196,雨天,白天,湿滑,畅通,60公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,卡车,无,接近中,50米,50公里/小时
149335,雨天,白天,湿滑,畅通,60公里/小时,100米,卡车,紧急（送医）,普通轿车,应急车辆,接近中,50米,80公里/小时
149537,雨天,白天,湿滑,畅通,60公里/小时,100米,卡车,无特别需求,应急车辆,普通轿车,接近中,50米,30公里/小时
149556,雨天,白天,湿滑,畅通,60公里/小时,100米,卡车,无特别需求,卡车,无,接近中,50米,50公里/小时
149685,雨天,白天,湿滑,畅通,60公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,50米,80公里/小时
149832,雨天,白天,湿滑,畅通,60公里/小时,100米,应急车辆,无特别需求,卡车,普通轿车,接近中,100米,80公里/小时
149974,雨天,白天,湿滑,畅通,60公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,无,接近中,100米,30公里/小时
150097,雨天,白天,湿滑,畅通,60公里/小时,150米,普通轿车,无特别需求,卡车,无,接近中,50米,30公里/小时
150447,雨天,白天,湿滑,畅通,60公里/小时,150米,应急车辆,紧急（送医）,应急车辆,应急车辆,接近中,50米,30公里/小时
150479,雨天,白天,湿滑,畅通,60公里/小时,150米,应急车辆,紧急（送医）,卡车,应急车辆,接近中,10米,50公里/小时
150487,雨天,白天,湿滑,畅通,60公里/小时,150米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,无,接近中,50米,30公里/小时
150706,雨天,白天,湿滑,畅通,100公里/小时,100米,普通轿车,紧急（送医）,应急车辆,普通轿车,接近中,50米,50公里/小时
150731,雨天,白天,湿滑,畅通,100公里/小时,100米,普通轿车,紧急（送医）,卡车,普通轿车,静止,0米,0公里/小时
151112,雨天,白天,湿滑,畅通,100公里/小时,100米,卡车,无特别需求,普通轿车,无,接近中,100米,80公里/小时
151222,雨天,白天,湿滑,畅通,100公里/小时,100米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,100米,80公里/小时
151464,雨天,白天,湿滑,畅通,100公里/小时,100米,应急车辆,无特别需求,卡车,应急车辆,接近中,100米,30公里/小时
151488,雨天,白天,湿滑,畅通,100公里/小时,150米,普通轿车,紧急（送医）,普通轿车,普通轿车,接近中,10米,80公里/小时
151655,雨天,白天,湿滑,畅通,100公里/小时,150米,普通轿车,无特别需求,普通轿车,无,接近中,50米,80公里/小时
151812,雨天,白天,湿滑,畅通,100公里/小时,150米,卡车,紧急（送医）,卡车,普通轿车,接近中,100米,80公里/小时
151962,雨天,白天,湿滑,畅通,100公里/小时,150米,卡车,无特别需求,应急车辆,普通轿车,接近中,100米,80公里/小时
152026,雨天,白天,湿滑,畅通,100公里/小时,150米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,50米,50公里/小时
152968,雨天,白天,湿滑,畅通,100公里/小时,200米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,10米,80公里/小时
153736,雨天,白天,湿滑,100米,35公里/小时,10米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,50米,50公里/小时
153740,雨天,白天,湿滑,100米,35公里/小时,10米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,30公里/小时
153760,雨天,白天,湿滑,100米,35公里/小时,10米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,无,接近中,10米,30公里/小时
153843,雨天,白天,湿滑,100米,35公里/小时,10米,应急车辆,无特别需求,应急车辆,无,接近中,100米,50公里/小时
154074,雨天,白天,湿滑,100米,35公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,100米,30公里/小时
154310,雨天,白天,湿滑,100米,35公里/小时,50米,卡车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,10米,30公里/小时
154318,雨天,白天,湿滑,100米,35公里/小时,50米,卡车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,10米,80公里/小时
154414,雨天,白天,湿滑,100米,35公里/小时,50米,卡车,无特别需求,卡车,无,接近中,100米,30公里/小时
154834,雨天,白天,湿滑,100米,35公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,无,接近中,100米,30公里/小时
155084,雨天,白天,湿滑,100米,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,100米,30公里/小时
155142,雨天,白天,湿滑,100米,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,100米,80公里/小时
155459,雨天,白天,湿滑,100米,35公里/小时,100米,应急车辆,无特别需求,普通轿车,应急车辆,接近中,10米,50公里/小时
155470,雨天,白天,湿滑,100米,35公里/小时,100米,应急车辆,无特别需求,应急车辆,无,接近中,10米,30公里/小时
155689,雨天,白天,湿滑,100米,60公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,10米,50公里/小时
155732,雨天,白天,湿滑,100米,60公里/小时,50米,普通轿车,无特别需求,应急车辆,无,接近中,100米,80公里/小时
155742,雨天,白天,湿滑,100米,60公里/小时,50米,普通轿车,无特别需求,应急车辆,普通轿车,接近中,100米,80公里/小时
155774,雨天,白天,湿滑,100米,60公里/小时,50米,普通轿车,无特别需求,卡车,普通轿车,接近中,100米,30公里/小时
155811,雨天,白天,湿滑,100米,60公里/小时,50米,卡车,紧急（送医）,普通轿车,应急车辆,静止,0米,0公里/小时
155976,雨天,白天,湿滑,100米,60公里/小时,50米,卡车,无特别需求,普通轿车,无,接近中,50米,50公里/小时
156059,雨天,白天,湿滑,100米,60公里/小时,50米,卡车,无特别需求,卡车,应急车辆,接近中,10米,50公里/小时
156358,雨天,白天,湿滑,100米,60公里/小时,100米,普通轿车,紧急（送医）,普通轿车,应急车辆,接近中,10米,80公里/小时
156740,雨天,白天,湿滑,100米,60公里/小时,100米,卡车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,10米,30公里/小时
156862,雨天,白天,湿滑,100米,60公里/小时,100米,卡车,无特别需求,卡车,应急车辆,接近中,100米,80公里/小时
157016,雨天,白天,湿滑,100米,60公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,50米,50公里/小时
157211,雨天,白天,湿滑,100米,60公里/小时,150米,普通轿车,紧急（送医）,卡车,普通轿车,静止,0米,0公里/小时
157702,雨天,白天,湿滑,100米,60公里/小时,150米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,100米,80公里/小时
157902,雨天,白天,湿滑,100米,60公里/小时,150米,应急车辆,无特别需求,应急车辆,普通轿车,接近中,100米,80公里/小时
157931,雨天,白天,湿滑,100米,60公里/小时,150米,应急车辆,无特别需求,卡车,普通轿车,静止,0米,0公里/小时
158023,雨天,白天,湿滑,100米,100公里/小时,100米,普通轿车,紧急（送医）,卡车,普通轿车,接近中,100米,50公里/小时
158093,雨天,白天,湿滑,100米,100公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,100米,50公里/小时
158445,雨天,白天,湿滑,100米,100公里/小时,100米,卡车,无特别需求,应急车辆,普通轿车,接近中,50米,80公里/小时
158494,雨天,白天,湿滑,100米,100公里/小时,100米,应急车辆,紧急（送医）,普通轿车,无,接近中,100米,30公里/小时
158585,雨天,白天,湿滑,100米,100公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,无,接近中,50米,80公里/小时
159138,雨天,白天,湿滑,100米,100公里/小时,150米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,80公里/小时
159151,雨天,白天,湿滑,100米,100公里/小时,150米,卡车,赶时间（通勤/赶飞机）,应急车辆,无,静止,0米,0公里/小时
159158,雨天,白天,湿滑,100米,100公里/小时,150米,卡车,赶时间（通勤/赶飞机）,应急车辆,无,接近中,10米,80公里/小时
159670,雨天,白天,湿滑,100米,100公里/小时,200米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,10米,30公里/小时
159689,雨天,白天,湿滑,100米,100公里/小时,200米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,10米,50公里/小时
159768,雨天,白天,湿滑,100米,100公里/小时,200米,普通轿车,无特别需求,普通轿车,普通轿车,接近中,10米,80公里/小时
159854,雨天,白天,湿滑,100米,100公里/小时,200米,卡车,紧急（送医）,普通轿车,普通轿车,接近中,100米,30公里/小时
160547,雨天,白天,湿滑,50米,35公里/小时,10米,普通轿车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,50米,30公里/小时
160797,雨天,白天,湿滑,50米,35公里/小时,10米,卡车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,50米,30公里/小时
161503,雨天,白天,湿滑,50米,35公里/小时,50米,卡车,紧急（送医）,应急车辆,普通轿车,接近中,100米,50公里/小时
161715,雨天,白天,湿滑,50米,35公里/小时,50米,卡车,无特别需求,卡车,普通轿车,接近中,50米,80公里/小时
162313,雨天,白天,湿滑,50米,35公里/小时,100米,卡车,紧急（送医）,应急车辆,普通轿车,接近中,100米,50公里/小时
162470,雨天,白天,湿滑,50米,35公里/小时,100米,卡车,无特别需求,普通轿车,普通轿车,接近中,10米,30公里/小时
162511,雨天,白天,湿滑,50米,35公里/小时,100米,卡车,无特别需求,卡车,无,静止,0米,0公里/小时
162562,雨天,白天,湿滑,50米,35公里/小时,100米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,100米,80公里/小时
162566,雨天,白天,湿滑,50米,35公里/小时,100米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,50米,50公里/小时
162704,雨天,白天,湿滑,50米,35公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,100米,30公里/小时
162732,雨天,白天,湿滑,50米,35公里/小时,100米,应急车辆,无特别需求,普通轿车,普通轿车,接近中,100米,80公里/小时
162759,雨天,白天,湿滑,50米,35公里/小时,100米,应急车辆,无特别需求,应急车辆,无,接近中,10米,50公里/小时
162856,雨天,白天,湿滑,50米,60公里/小时,50米,普通轿车,紧急（送医）,应急车辆,普通轿车,接近中,50米,50公里/小时
162907,雨天,白天,湿滑,50米,60公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,50米,30公里/小时
163160,雨天,白天,湿滑,50米,60公里/小时,50米,卡车,紧急（送医）,卡车,普通轿车,接近中,10米,30公里/小时
163242,雨天,白天,湿滑,50米,60公里/小时,50米,卡车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,100米,80公里/小时
163415,雨天,白天,湿滑,50米,60公里/小时,50米,应急车辆,紧急（送医）,卡车,无,接近中,50米,80公里/小时
163448,雨天,白天,湿滑,50米,60公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,无,接近中,10米,80公里/小时
163455,雨天,白天,湿滑,50米,60公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,50米,80公里/小时
163723,雨天,白天,湿滑,50米,60公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,100米,50公里/小时
163842,雨天,白天,湿滑,50米,60公里/小时,100米,普通轿车,无特别需求,应急车辆,普通轿车,接近中,100米,80公里/小时
163869,雨天,白天,湿滑,50米,60公里/小时,100米,普通轿车,无特别需求,卡车,无,接近中,10米,50公里/小时
164163,雨天,白天,湿滑,50米,60公里/小时,100米,应急车辆,紧急（送医）,普通轿车,无,接近中,100米,50公里/小时
164182,雨天,白天,湿滑,50米,60公里/小时,100米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,100米,80公里/小时
164344,雨天,白天,湿滑,50米,60公里/小时,100米,应急车辆,无特别需求,普通轿车,无,接近中,100米,30公里/小时
164449,雨天,白天,湿滑,50米,60公里/小时,150米,普通轿车,紧急（送医）,普通轿车,普通轿车,接近中,10米,50公里/小时
164470,雨天,白天,湿滑,50米,60公里/小时,150米,普通轿车,紧急（送医）,应急车辆,无,接近中,10米,30公里/小时
164820,雨天,白天,湿滑,50米,60公里/小时,150米,卡车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,10米,30公里/小时
165410,雨天,白天,湿滑,50米,100公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,10米,30公里/小时
165496,雨天,白天,湿滑,50米,100公里/小时,100米,普通轿车,无特别需求,卡车,普通轿车,接近中,50米,50公里/小时
165500,雨天,白天,湿滑,50米,100公里/小时,100米,普通轿车,无特别需求,卡车,普通轿车,接近中,10米,30公里/小时
165511,雨天,白天,湿滑,50米,100公里/小时,100米,卡车,紧急（送医）,普通轿车,无,静止,0米,0公里/小时
165853,雨天,白天,湿滑,50米,100公里/小时,100米,应急车辆,紧急（送医）,卡车,普通轿车,接近中,100米,50公里/小时
165955,雨天,白天,湿滑,50米,100公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,50米,80公里/小时
165990,雨天,白天,湿滑,50米,100公里/小时,100米,应急车辆,无特别需求,普通轿车,应急车辆,接近中,10米,30公里/小时
166279,雨天,白天,湿滑,50米,100公里/小时,150米,普通轿车,无特别需求,应急车辆,普通轿车,接近中,10米,50公里/小时
166634,雨天,白天,湿滑,50米,100公里/小时,150米,应急车辆,紧急（送医）,应急车辆,普通轿车,接近中,100米,30公里/小时
166705,雨天,白天,湿滑,50米,100公里/小时,150米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,50米,80公里/小时
