id,weather,time,road_condition,pedestrian_type,pedestrian_behavior,pedestiran_action,ego_role,occupant_requirement,distance to pedestrian,ego_vehicle_speed
11508,rainy,day,dry,pregnant,looking around,stop,normal car,urgent (to hospital),100m,50km/h
11509,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,urgent (to hospital),10m,25km/h
11510,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,urgent (to hospital),50m,25km/h
11511,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,urgent (to hospital),100m,25km/h
11512,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,urgent (to hospital),10m,50km/h
11513,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,urgent (to hospital),50m,50km/h
11514,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,urgent (to hospital),100m,50km/h
11515,rainy,day,dry,pregnant,looking around,stop,truck,urgent (to hospital),10m,25km/h
11516,rainy,day,dry,pregnant,looking around,stop,truck,urgent (to hospital),50m,25km/h
11517,rainy,day,dry,pregnant,looking around,stop,truck,urgent (to hospital),100m,25km/h
11518,rainy,day,dry,pregnant,looking around,stop,truck,urgent (to hospital),10m,50km/h
11519,rainy,day,dry,pregnant,looking around,stop,truck,urgent (to hospital),50m,50km/h
11520,rainy,day,dry,pregnant,looking around,stop,truck,urgent (to hospital),100m,50km/h
11521,rainy,day,dry,pregnant,looking around,stop,normal car,hurry (commute or flight),10m,25km/h
11522,rainy,day,dry,pregnant,looking around,stop,normal car,hurry (commute or flight),50m,25km/h
11523,rainy,day,dry,pregnant,looking around,stop,normal car,hurry (commute or flight),100m,25km/h
11524,rainy,day,dry,pregnant,looking around,stop,normal car,hurry (commute or flight),10m,50km/h
11525,rainy,day,dry,pregnant,looking around,stop,normal car,hurry (commute or flight),50m,50km/h
11526,rainy,day,dry,pregnant,looking around,stop,normal car,hurry (commute or flight),100m,50km/h
11527,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,hurry (commute or flight),10m,25km/h
11528,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,hurry (commute or flight),50m,25km/h
11529,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,hurry (commute or flight),100m,25km/h
11530,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,hurry (commute or flight),10m,50km/h
11531,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,hurry (commute or flight),50m,50km/h
11532,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,hurry (commute or flight),100m,50km/h
11533,rainy,day,dry,pregnant,looking around,stop,truck,hurry (commute or flight),10m,25km/h
11534,rainy,day,dry,pregnant,looking around,stop,truck,hurry (commute or flight),50m,25km/h
11535,rainy,day,dry,pregnant,looking around,stop,truck,hurry (commute or flight),100m,25km/h
11536,rainy,day,dry,pregnant,looking around,stop,truck,hurry (commute or flight),10m,50km/h
11537,rainy,day,dry,pregnant,looking around,stop,truck,hurry (commute or flight),50m,50km/h
11538,rainy,day,dry,pregnant,looking around,stop,truck,hurry (commute or flight),100m,50km/h
11539,rainy,day,dry,pregnant,looking around,stop,normal car,none,10m,25km/h
11540,rainy,day,dry,pregnant,looking around,stop,normal car,none,50m,25km/h
11541,rainy,day,dry,pregnant,looking around,stop,normal car,none,100m,25km/h
11542,rainy,day,dry,pregnant,looking around,stop,normal car,none,10m,50km/h
11543,rainy,day,dry,pregnant,looking around,stop,normal car,none,50m,50km/h
11544,rainy,day,dry,pregnant,looking around,stop,normal car,none,100m,50km/h
11545,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,none,10m,25km/h
11546,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,none,50m,25km/h
11547,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,none,100m,25km/h
11548,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,none,10m,50km/h
11549,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,none,50m,50km/h
11550,rainy,day,dry,pregnant,looking around,stop,emergency vehicle,none,100m,50km/h
11551,rainy,day,dry,pregnant,looking around,stop,truck,none,10m,25km/h
11552,rainy,day,dry,pregnant,looking around,stop,truck,none,50m,25km/h
11553,rainy,day,dry,pregnant,looking around,stop,truck,none,100m,25km/h
11554,rainy,day,dry,pregnant,looking around,stop,truck,none,10m,50km/h
11555,rainy,day,dry,pregnant,looking around,stop,truck,none,50m,50km/h
11556,rainy,day,dry,pregnant,looking around,stop,truck,none,100m,50km/h
11557,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),10m,25km/h
11558,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,25km/h
11559,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,25km/h
11560,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),10m,50km/h
11561,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,50km/h
11562,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,50km/h
11563,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),10m,25km/h
11564,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
11565,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
11566,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),10m,50km/h
11567,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
11568,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
11569,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),10m,25km/h
11570,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),50m,25km/h
11571,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),100m,25km/h
11572,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),10m,50km/h
11573,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),50m,50km/h
11574,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),100m,50km/h
11575,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
11576,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
11577,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
11578,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
11579,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
11580,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
11581,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
11582,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
11583,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
11584,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
11585,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
11586,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
11587,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,25km/h
11588,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,25km/h
11589,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),100m,25km/h
11590,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,50km/h
11591,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,50km/h
11592,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),100m,50km/h
11593,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,none,10m,25km/h
11594,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,none,50m,25km/h
11595,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,none,100m,25km/h
11596,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,none,10m,50km/h
11597,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,none,50m,50km/h
11598,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,none,100m,50km/h
11599,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,none,10m,25km/h
11600,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,none,50m,25km/h
11601,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,none,100m,25km/h
11602,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,none,10m,50km/h
11603,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,none,50m,50km/h
11604,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,none,100m,50km/h
11605,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,none,10m,25km/h
11606,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,none,50m,25km/h
11607,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,none,100m,25km/h
11608,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,none,10m,50km/h
11609,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,none,50m,50km/h
11610,rainy,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,none,100m,50km/h
11611,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),10m,25km/h
11612,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,25km/h
11613,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,25km/h
11614,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),10m,50km/h
11615,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,50km/h
11616,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,50km/h
11617,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),10m,25km/h
11618,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
11619,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
11620,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),10m,50km/h
11621,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
11622,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
11623,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,25km/h
11624,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,25km/h
11625,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,25km/h
11626,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,50km/h
11627,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,50km/h
11628,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,50km/h
11629,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
11630,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
11631,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
11632,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
11633,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
11634,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
11635,rainy,day,dry,pregnant,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
