id,weather,time,road_condition,merging_vehicle_speed,merging_gap,merging_vehicle_type,mainstream_front_space,occupant_requirement,ego_role,ego_state,ego_distance,ego_velocity,following_vehicle
204809,rainy,night,wet,35km/h,50m,emergency vehicle,20m,none,emergency vehicle,approaching,50m,50km/h,normal car
204885,rainy,night,wet,35km/h,100m,normal car,20m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,none
205099,rainy,night,wet,35km/h,100m,truck,20m,urgent (to hospital),normal car,approaching,10m,80km/h,none
205110,rainy,night,wet,35km/h,100m,truck,20m,urgent (to hospital),normal car,approaching,10m,30km/h,normal car
205127,rainy,night,wet,35km/h,100m,truck,20m,urgent (to hospital),emergency vehicle,approaching,10m,50km/h,none
205148,rainy,night,wet,35km/h,100m,truck,20m,urgent (to hospital),truck,approaching,100m,50km/h,none
205347,rainy,night,wet,35km/h,100m,emergency vehicle,20m,urgent (to hospital),normal car,approaching,100m,30km/h,normal car
205399,rainy,night,wet,35km/h,100m,emergency vehicle,20m,urgent (to hospital),truck,approaching,100m,80km/h,normal car
205498,rainy,night,wet,35km/h,100m,emergency vehicle,20m,none,normal car,approaching,100m,80km/h,none
205529,rainy,night,wet,35km/h,100m,emergency vehicle,20m,none,emergency vehicle,approaching,50m,50km/h,none
205718,rainy,night,wet,60km/h,50m,normal car,20m,hurry (commute or flight),truck,approaching,50m,50km/h,none
206149,rainy,night,wet,60km/h,50m,emergency vehicle,20m,hurry (commute or flight),normal car,approaching,50m,80km/h,none
206197,rainy,night,wet,60km/h,50m,emergency vehicle,20m,hurry (commute or flight),emergency vehicle,approaching,10m,80km/h,emergency vehicle
206465,rainy,night,wet,60km/h,100m,normal car,20m,hurry (commute or flight),truck,approaching,50m,50km/h,emergency vehicle
206639,rainy,night,wet,60km/h,100m,truck,20m,hurry (commute or flight),normal car,approaching,10m,50km/h,none
206930,rainy,night,wet,60km/h,100m,emergency vehicle,20m,hurry (commute or flight),truck,approaching,100m,50km/h,none
207339,rainy,night,wet,60km/h,150m,truck,20m,urgent (to hospital),truck,approaching,50m,30km/h,none
207551,rainy,night,wet,60km/h,150m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,100m,50km/h,none
207645,rainy,night,wet,60km/h,150m,emergency vehicle,20m,hurry (commute or flight),emergency vehicle,approaching,50m,30km/h,normal car
207884,rainy,night,wet,100km/h,100m,normal car,20m,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,normal car
208053,rainy,night,wet,100km/h,100m,truck,20m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,normal car
208062,rainy,night,wet,100km/h,100m,truck,20m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,emergency vehicle
208423,rainy,night,wet,100km/h,100m,emergency vehicle,20m,none,normal car,approaching,100m,80km/h,normal car
208944,rainy,night,wet,100km/h,150m,truck,20m,none,emergency vehicle,approaching,10m,30km/h,normal car
209014,rainy,night,wet,100km/h,150m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,10m,80km/h,none
209613,rainy,night,wet,100km/h,200m,truck,20m,hurry (commute or flight),truck,approaching,100m,30km/h,normal car
209738,rainy,night,wet,100km/h,200m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,100m,50km/h,none
209751,rainy,night,wet,100km/h,200m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,50m,30km/h,normal car
209833,rainy,night,wet,100km/h,200m,emergency vehicle,20m,hurry (commute or flight),emergency vehicle,approaching,10m,80km/h,normal car
