id,Météo,Moment de la journée,État de la route,Vitesse du véhicule en insertion,Distance du véhicule en insertion,Type de véhicule en insertion,Espace devant sur la voie principale,Besoin du passager,Rôle du véhicule ego,État du véhicule ego,Distance du véhicule ego,Vitesse du véhicule ego,Véhicule suiveur
125920,pluvieux,jour,sec,35 km/h,50 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,80 km/h,véhicule prioritaire
126461,pluvieux,jour,sec,35 km/h,100 m,camion,20 m,pressé (travail ou vol),voiture,en approche,100 m,50 km/h,véhicule prioritaire
126837,pluvieux,jour,sec,35 km/h,100 m,véhicule prioritaire,20 m,aucune,camion,en approche,10 m,30 km/h,voiture
126883,pluvieux,jour,sec,60 km/h,50 m,voiture,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,80 km/h,voiture
127366,pluvieux,jour,sec,60 km/h,50 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,80 km/h,aucun
127454,pluvieux,jour,sec,60 km/h,50 m,véhicule prioritaire,20 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,50 km/h,voiture
127503,pluvieux,jour,sec,60 km/h,50 m,véhicule prioritaire,20 m,aucune,voiture,en approche,10 m,30 km/h,aucun
127655,pluvieux,jour,sec,60 km/h,100 m,voiture,20 m,urgence (vers l'hôpital),camion,en approche,10 m,50 km/h,véhicule prioritaire
127726,pluvieux,jour,sec,60 km/h,100 m,voiture,20 m,pressé (travail ou vol),camion,en approche,10 m,80 km/h,voiture
128010,pluvieux,jour,sec,60 km/h,100 m,camion,20 m,aucune,véhicule prioritaire,en approche,100 m,30 km/h,aucun
128056,pluvieux,jour,sec,60 km/h,100 m,camion,20 m,aucune,camion,en approche,50 m,80 km/h,véhicule prioritaire
128419,pluvieux,jour,sec,60 km/h,150 m,voiture,20 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,80 km/h,aucun
128449,pluvieux,jour,sec,60 km/h,150 m,voiture,20 m,pressé (travail ou vol),camion,en approche,100 m,80 km/h,voiture
128619,pluvieux,jour,sec,60 km/h,150 m,camion,20 m,urgence (vers l'hôpital),camion,en approche,10 m,30 km/h,voiture
128986,pluvieux,jour,sec,60 km/h,150 m,véhicule prioritaire,20 m,aucune,véhicule prioritaire,en approche,10 m,80 km/h,aucun
129011,pluvieux,jour,sec,60 km/h,150 m,véhicule prioritaire,20 m,aucune,camion,en approche,50 m,50 km/h,aucun
129104,pluvieux,jour,sec,100 km/h,100 m,voiture,20 m,urgence (vers l'hôpital),camion,en approche,10 m,50 km/h,voiture
129196,pluvieux,jour,sec,100 km/h,100 m,voiture,20 m,aucune,voiture,en approche,100 m,80 km/h,aucun
129541,pluvieux,jour,sec,100 km/h,100 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),voiture,en approche,50 m,80 km/h,véhicule prioritaire
129727,pluvieux,jour,sec,100 km/h,100 m,véhicule prioritaire,20 m,aucune,véhicule prioritaire,en approche,100 m,80 km/h,véhicule prioritaire
129761,pluvieux,jour,sec,100 km/h,100 m,véhicule prioritaire,20 m,aucune,camion,en approche,10 m,50 km/h,véhicule prioritaire
129954,pluvieux,jour,sec,100 km/h,150 m,voiture,20 m,aucune,véhicule prioritaire,en approche,100 m,30 km/h,aucun
129996,pluvieux,jour,sec,100 km/h,150 m,voiture,20 m,aucune,camion,en approche,10 m,30 km/h,voiture
130213,pluvieux,jour,sec,100 km/h,150 m,camion,20 m,aucune,véhicule prioritaire,en approche,100 m,80 km/h,véhicule prioritaire
130369,pluvieux,jour,sec,100 km/h,150 m,véhicule prioritaire,20 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,80 km/h,voiture
130507,pluvieux,jour,sec,100 km/h,200 m,voiture,20 m,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,voiture
130601,pluvieux,jour,sec,100 km/h,200 m,voiture,20 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,50 km/h,aucun
131080,pluvieux,jour,sec,100 km/h,200 m,véhicule prioritaire,20 m,pressé (travail ou vol),voiture,en approche,50 m,80 km/h,véhicule prioritaire
131176,pluvieux,jour,sec,100 km/h,200 m,véhicule prioritaire,20 m,aucune,véhicule prioritaire,en approche,100 m,80 km/h,voiture
131247,pluvieux,jour,mouillé,35 km/h,10 m,voiture,libre,urgence (vers l'hôpital),voiture,en approche,10 m,30 km/h,véhicule prioritaire
131287,pluvieux,jour,mouillé,35 km/h,10 m,voiture,libre,urgence (vers l'hôpital),camion,en approche,50 m,80 km/h,voiture
131443,pluvieux,jour,mouillé,35 km/h,10 m,voiture,libre,aucune,camion,en approche,10 m,80 km/h,aucun
131527,pluvieux,jour,mouillé,35 km/h,10 m,camion,libre,urgence (vers l'hôpital),camion,en approche,100 m,80 km/h,voiture
131724,pluvieux,jour,mouillé,35 km/h,10 m,véhicule prioritaire,libre,urgence (vers l'hôpital),voiture,en approche,10 m,30 km/h,voiture
131789,pluvieux,jour,mouillé,35 km/h,10 m,véhicule prioritaire,libre,pressé (travail ou vol),voiture,en approche,100 m,50 km/h,aucun
132060,pluvieux,jour,mouillé,35 km/h,50 m,voiture,libre,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,30 km/h,aucun
132241,pluvieux,jour,mouillé,35 km/h,50 m,camion,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,80 km/h,véhicule prioritaire
132338,pluvieux,jour,mouillé,35 km/h,50 m,camion,libre,pressé (travail ou vol),camion,en approche,100 m,50 km/h,voiture
132350,pluvieux,jour,mouillé,35 km/h,50 m,camion,libre,pressé (travail ou vol),camion,en approche,50 m,50 km/h,véhicule prioritaire
132537,pluvieux,jour,mouillé,35 km/h,50 m,véhicule prioritaire,libre,pressé (travail ou vol),voiture,en approche,100 m,30 km/h,véhicule prioritaire
132554,pluvieux,jour,mouillé,35 km/h,50 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,50 km/h,voiture
132616,pluvieux,jour,mouillé,35 km/h,50 m,véhicule prioritaire,libre,aucune,voiture,en approche,100 m,80 km/h,véhicule prioritaire
133094,pluvieux,jour,mouillé,35 km/h,100 m,camion,libre,aucune,voiture,en approche,100 m,50 km/h,voiture
133494,pluvieux,jour,mouillé,60 km/h,50 m,voiture,libre,pressé (travail ou vol),voiture,en approche,50 m,30 km/h,aucun
133695,pluvieux,jour,mouillé,60 km/h,50 m,camion,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,voiture
133900,pluvieux,jour,mouillé,60 km/h,50 m,véhicule prioritaire,libre,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,aucun
134074,pluvieux,jour,mouillé,60 km/h,50 m,véhicule prioritaire,libre,aucune,voiture,en approche,100 m,80 km/h,véhicule prioritaire
134156,pluvieux,jour,mouillé,60 km/h,100 m,voiture,libre,urgence (vers l'hôpital),voiture,en approche,100 m,50 km/h,véhicule prioritaire
134161,pluvieux,jour,mouillé,60 km/h,100 m,voiture,libre,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,véhicule prioritaire
134180,pluvieux,jour,mouillé,60 km/h,100 m,voiture,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,50 km/h,voiture
134300,pluvieux,jour,mouillé,60 km/h,100 m,voiture,libre,aucune,voiture,en approche,100 m,50 km/h,aucun
134457,pluvieux,jour,mouillé,60 km/h,100 m,camion,libre,urgence (vers l'hôpital),camion,en approche,50 m,30 km/h,véhicule prioritaire
134549,pluvieux,jour,mouillé,60 km/h,100 m,camion,libre,aucune,voiture,en approche,10 m,50 km/h,aucun
134657,pluvieux,jour,mouillé,60 km/h,100 m,véhicule prioritaire,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,50 km/h,aucun
134720,pluvieux,jour,mouillé,60 km/h,100 m,véhicule prioritaire,libre,pressé (travail ou vol),voiture,en approche,10 m,50 km/h,voiture
134740,pluvieux,jour,mouillé,60 km/h,100 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,80 km/h,voiture
134768,pluvieux,jour,mouillé,60 km/h,100 m,véhicule prioritaire,libre,pressé (travail ou vol),camion,en approche,100 m,50 km/h,voiture
135094,pluvieux,jour,mouillé,60 km/h,150 m,voiture,libre,aucune,camion,en approche,50 m,80 km/h,voiture
135099,pluvieux,jour,mouillé,60 km/h,150 m,voiture,libre,aucune,camion,en approche,10 m,30 km/h,voiture
135115,pluvieux,jour,mouillé,60 km/h,150 m,camion,libre,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,aucun
135421,pluvieux,jour,mouillé,60 km/h,150 m,véhicule prioritaire,libre,urgence (vers l'hôpital),camion,en approche,10 m,80 km/h,voiture
135581,pluvieux,jour,mouillé,60 km/h,150 m,véhicule prioritaire,libre,aucune,camion,en approche,50 m,50 km/h,voiture
135746,pluvieux,jour,mouillé,100 km/h,100 m,voiture,libre,pressé (travail ou vol),camion,en approche,10 m,50 km/h,voiture
135846,pluvieux,jour,mouillé,100 km/h,100 m,camion,libre,urgence (vers l'hôpital),voiture,en approche,10 m,30 km/h,aucun
135979,pluvieux,jour,mouillé,100 km/h,100 m,camion,libre,pressé (travail ou vol),camion,en approche,10 m,80 km/h,aucun
136054,pluvieux,jour,mouillé,100 km/h,100 m,camion,libre,aucune,camion,en approche,100 m,80 km/h,aucun
136104,pluvieux,jour,mouillé,100 km/h,100 m,véhicule prioritaire,libre,urgence (vers l'hôpital),voiture,en approche,50 m,30 km/h,véhicule prioritaire
136229,pluvieux,jour,mouillé,100 km/h,100 m,véhicule prioritaire,libre,pressé (travail ou vol),camion,en approche,50 m,50 km/h,voiture
136388,pluvieux,jour,mouillé,100 km/h,150 m,voiture,libre,urgence (vers l'hôpital),camion,en approche,100 m,50 km/h,voiture
136410,pluvieux,jour,mouillé,100 km/h,150 m,voiture,libre,pressé (travail ou vol),voiture,en approche,50 m,30 km/h,aucun
136501,pluvieux,jour,mouillé,100 km/h,150 m,voiture,libre,aucune,voiture,en approche,10 m,80 km/h,voiture
136592,pluvieux,jour,mouillé,100 km/h,150 m,camion,libre,urgence (vers l'hôpital),voiture,en approche,10 m,50 km/h,véhicule prioritaire
136610,pluvieux,jour,mouillé,100 km/h,150 m,camion,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,50 km/h,voiture
136806,pluvieux,jour,mouillé,100 km/h,150 m,camion,libre,aucune,camion,en approche,50 m,30 km/h,véhicule prioritaire
136821,pluvieux,jour,mouillé,100 km/h,150 m,véhicule prioritaire,libre,urgence (vers l'hôpital),voiture,en approche,100 m,30 km/h,voiture
137207,pluvieux,jour,mouillé,100 km/h,200 m,voiture,libre,pressé (travail ou vol),camion,en approche,100 m,50 km/h,véhicule prioritaire
137269,pluvieux,jour,mouillé,100 km/h,200 m,voiture,libre,aucune,camion,en approche,100 m,80 km/h,aucun
137326,pluvieux,jour,mouillé,100 km/h,200 m,camion,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,80 km/h,aucun
137347,pluvieux,jour,mouillé,100 km/h,200 m,camion,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,80 km/h,véhicule prioritaire
137782,pluvieux,jour,mouillé,35 km/h,10 m,voiture,100 m,urgence (vers l'hôpital),voiture,en approche,100 m,80 km/h,aucun
137920,pluvieux,jour,mouillé,35 km/h,10 m,voiture,100 m,pressé (travail ou vol),camion,en approche,50 m,80 km/h,aucun
138110,pluvieux,jour,mouillé,35 km/h,10 m,camion,100 m,pressé (travail ou vol),voiture,en approche,50 m,50 km/h,aucun
138126,pluvieux,jour,mouillé,35 km/h,10 m,camion,100 m,pressé (travail ou vol),voiture,en approche,100 m,30 km/h,véhicule prioritaire
138322,pluvieux,jour,mouillé,35 km/h,10 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),camion,en approche,100 m,80 km/h,aucun
138608,pluvieux,jour,mouillé,35 km/h,50 m,voiture,100 m,pressé (travail ou vol),voiture,en approche,10 m,50 km/h,voiture
138730,pluvieux,jour,mouillé,35 km/h,50 m,voiture,100 m,aucune,camion,en approche,50 m,80 km/h,aucun
139438,pluvieux,jour,mouillé,35 km/h,100 m,voiture,100 m,aucune,véhicule prioritaire,en approche,100 m,80 km/h,voiture
139497,pluvieux,jour,mouillé,35 km/h,100 m,camion,100 m,urgence (vers l'hôpital),voiture,en approche,50 m,30 km/h,voiture
140024,pluvieux,jour,mouillé,60 km/h,50 m,voiture,100 m,urgence (vers l'hôpital),camion,en approche,100 m,50 km/h,aucun
140155,pluvieux,jour,mouillé,60 km/h,50 m,voiture,100 m,aucune,voiture,en approche,10 m,80 km/h,véhicule prioritaire
140308,pluvieux,jour,mouillé,60 km/h,50 m,camion,100 m,pressé (travail ou vol),voiture,en approche,10 m,80 km/h,voiture
140427,pluvieux,jour,mouillé,60 km/h,50 m,camion,100 m,aucune,véhicule prioritaire,en approche,10 m,30 km/h,véhicule prioritaire
140569,pluvieux,jour,mouillé,60 km/h,50 m,véhicule prioritaire,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,80 km/h,aucun
140598,pluvieux,jour,mouillé,60 km/h,50 m,véhicule prioritaire,100 m,pressé (travail ou vol),camion,en approche,10 m,30 km/h,aucun
140634,pluvieux,jour,mouillé,60 km/h,50 m,véhicule prioritaire,100 m,aucune,voiture,en approche,10 m,30 km/h,voiture
140665,pluvieux,jour,mouillé,60 km/h,50 m,véhicule prioritaire,100 m,aucune,véhicule prioritaire,en approche,50 m,80 km/h,véhicule prioritaire
140714,pluvieux,jour,mouillé,60 km/h,100 m,voiture,100 m,urgence (vers l'hôpital),voiture,en approche,10 m,50 km/h,voiture
140732,pluvieux,jour,mouillé,60 km/h,100 m,voiture,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,50 km/h,aucun
140800,pluvieux,jour,mouillé,60 km/h,100 m,voiture,100 m,pressé (travail ou vol),voiture,en approche,50 m,80 km/h,véhicule prioritaire
140969,pluvieux,jour,mouillé,60 km/h,100 m,camion,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,50 km/h,aucun
141115,pluvieux,jour,mouillé,60 km/h,100 m,camion,100 m,aucune,voiture,en approche,50 m,80 km/h,voiture
141205,pluvieux,jour,mouillé,60 km/h,100 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),voiture,en approche,50 m,80 km/h,véhicule prioritaire
141335,pluvieux,jour,mouillé,60 km/h,100 m,véhicule prioritaire,100 m,pressé (travail ou vol),camion,en approche,10 m,50 km/h,voiture
141495,pluvieux,jour,mouillé,60 km/h,150 m,voiture,100 m,urgence (vers l'hôpital),camion,en approche,50 m,30 km/h,voiture
141512,pluvieux,jour,mouillé,60 km/h,150 m,voiture,100 m,pressé (travail ou vol),voiture,en approche,50 m,50 km/h,aucun
141783,pluvieux,jour,mouillé,60 km/h,150 m,camion,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,30 km/h,aucun
142173,pluvieux,jour,mouillé,100 km/h,100 m,voiture,100 m,urgence (vers l'hôpital),voiture,en approche,10 m,30 km/h,voiture
142235,pluvieux,jour,mouillé,100 km/h,100 m,voiture,100 m,urgence (vers l'hôpital),camion,en approche,10 m,50 km/h,véhicule prioritaire
142338,pluvieux,jour,mouillé,100 km/h,100 m,voiture,100 m,aucune,voiture,en approche,100 m,30 km/h,véhicule prioritaire
142349,pluvieux,jour,mouillé,100 km/h,100 m,voiture,100 m,aucune,véhicule prioritaire,en approche,50 m,50 km/h,aucun
142385,pluvieux,jour,mouillé,100 km/h,100 m,voiture,100 m,aucune,camion,en approche,50 m,50 km/h,voiture
142409,pluvieux,jour,mouillé,100 km/h,100 m,camion,100 m,urgence (vers l'hôpital),voiture,en approche,100 m,50 km/h,voiture
142434,pluvieux,jour,mouillé,100 km/h,100 m,camion,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,aucun
142672,pluvieux,jour,mouillé,100 km/h,100 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,80 km/h,aucun
142721,pluvieux,jour,mouillé,100 km/h,100 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),camion,en approche,10 m,50 km/h,véhicule prioritaire
142859,pluvieux,jour,mouillé,100 km/h,100 m,véhicule prioritaire,100 m,aucune,camion,en approche,100 m,50 km/h,aucun
142910,pluvieux,jour,mouillé,100 km/h,150 m,voiture,100 m,urgence (vers l'hôpital),voiture,en approche,10 m,50 km/h,véhicule prioritaire
143048,pluvieux,jour,mouillé,100 km/h,150 m,voiture,100 m,aucune,voiture,en approche,100 m,50 km/h,aucun
143137,pluvieux,jour,mouillé,100 km/h,150 m,camion,100 m,urgence (vers l'hôpital),voiture,en approche,100 m,80 km/h,voiture
143152,pluvieux,jour,mouillé,100 km/h,150 m,camion,100 m,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,véhicule prioritaire
143614,pluvieux,jour,mouillé,100 km/h,200 m,voiture,100 m,urgence (vers l'hôpital),voiture,en approche,100 m,80 km/h,aucun
143765,pluvieux,jour,mouillé,100 km/h,200 m,voiture,100 m,pressé (travail ou vol),camion,en approche,10 m,50 km/h,voiture
143766,pluvieux,jour,mouillé,100 km/h,200 m,voiture,100 m,pressé (travail ou vol),camion,en approche,10 m,30 km/h,voiture
143815,pluvieux,jour,mouillé,100 km/h,200 m,voiture,100 m,aucune,véhicule prioritaire,en approche,50 m,80 km/h,voiture
144042,pluvieux,jour,mouillé,100 km/h,200 m,camion,100 m,aucune,voiture,en approche,50 m,30 km/h,véhicule prioritaire
144068,pluvieux,jour,mouillé,100 km/h,200 m,camion,100 m,aucune,véhicule prioritaire,en approche,50 m,50 km/h,véhicule prioritaire
144266,pluvieux,jour,mouillé,100 km/h,200 m,véhicule prioritaire,100 m,aucune,voiture,en approche,50 m,50 km/h,aucun
144316,pluvieux,jour,mouillé,100 km/h,200 m,véhicule prioritaire,100 m,aucune,camion,en approche,100 m,80 km/h,aucun
144340,pluvieux,jour,mouillé,100 km/h,200 m,véhicule prioritaire,100 m,aucune,camion,en approche,10 m,80 km/h,véhicule prioritaire
144553,pluvieux,jour,mouillé,35 km/h,10 m,voiture,50 m,aucune,véhicule prioritaire,en approche,50 m,80 km/h,véhicule prioritaire
144613,pluvieux,jour,mouillé,35 km/h,10 m,camion,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,80 km/h,aucun
144619,pluvieux,jour,mouillé,35 km/h,10 m,camion,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,80 km/h,aucun
144697,pluvieux,jour,mouillé,35 km/h,10 m,camion,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,80 km/h,aucun
144938,pluvieux,jour,mouillé,35 km/h,10 m,véhicule prioritaire,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,50 km/h,aucun
145581,pluvieux,jour,mouillé,35 km/h,50 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),voiture,en approche,50 m,30 km/h,véhicule prioritaire
145670,pluvieux,jour,mouillé,35 km/h,50 m,véhicule prioritaire,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,50 km/h,aucun
145679,pluvieux,jour,mouillé,35 km/h,50 m,véhicule prioritaire,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,50 km/h,voiture
145968,pluvieux,jour,mouillé,35 km/h,100 m,voiture,50 m,aucune,voiture,en approche,50 m,30 km/h,aucun
145989,pluvieux,jour,mouillé,35 km/h,100 m,voiture,50 m,aucune,voiture,en approche,10 m,30 km/h,véhicule prioritaire
146229,pluvieux,jour,mouillé,35 km/h,100 m,camion,50 m,aucune,voiture,en approche,50 m,30 km/h,véhicule prioritaire
146428,pluvieux,jour,mouillé,35 km/h,100 m,véhicule prioritaire,50 m,pressé (travail ou vol),camion,en approche,10 m,80 km/h,aucun
146532,pluvieux,jour,mouillé,60 km/h,50 m,voiture,50 m,urgence (vers l'hôpital),voiture,en approche,100 m,30 km/h,aucun
146737,pluvieux,jour,mouillé,60 km/h,50 m,voiture,50 m,aucune,véhicule prioritaire,en approche,100 m,80 km/h,véhicule prioritaire
146915,pluvieux,jour,mouillé,60 km/h,50 m,camion,50 m,pressé (travail ou vol),camion,en approche,10 m,50 km/h,aucun
146976,pluvieux,jour,mouillé,60 km/h,50 m,camion,50 m,aucune,véhicule prioritaire,en approche,50 m,30 km/h,voiture
147018,pluvieux,jour,mouillé,60 km/h,50 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),voiture,en approche,100 m,30 km/h,aucun
147304,pluvieux,jour,mouillé,60 km/h,100 m,voiture,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,80 km/h,véhicule prioritaire
147366,pluvieux,jour,mouillé,60 km/h,100 m,voiture,50 m,pressé (travail ou vol),voiture,en approche,10 m,30 km/h,véhicule prioritaire
147687,pluvieux,jour,mouillé,60 km/h,100 m,camion,50 m,aucune,voiture,en approche,50 m,30 km/h,véhicule prioritaire
147693,pluvieux,jour,mouillé,60 km/h,100 m,camion,50 m,aucune,véhicule prioritaire,en approche,100 m,30 km/h,aucun
147695,pluvieux,jour,mouillé,60 km/h,100 m,camion,50 m,aucune,véhicule prioritaire,en approche,50 m,50 km/h,aucun
147745,pluvieux,jour,mouillé,60 km/h,100 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),voiture,en approche,100 m,80 km/h,aucun
147992,pluvieux,jour,mouillé,60 km/h,150 m,voiture,50 m,urgence (vers l'hôpital),voiture,en approche,50 m,50 km/h,aucun
