id,天气,时间,路况,并车车速,并车与本车距,并车车辆类型,主车道前方空隙,乘客需求,本车角色,本车状态,本车距合流点距离,本车速度,后车类型
136501,雨天,白天,湿滑,100公里/小时,150米,普通轿车,畅通,无特殊需求,普通轿车,接近中,10米,80公里/小时,普通轿车
136592,雨天,白天,湿滑,100公里/小时,150米,卡车,畅通,紧急（送医）,普通轿车,接近中,10米,50公里/小时,应急车辆
136610,雨天,白天,湿滑,100公里/小时,150米,卡车,畅通,紧急（送医）,应急车辆,接近中,10米,50公里/小时,普通轿车
136806,雨天,白天,湿滑,100公里/小时,150米,卡车,畅通,无特殊需求,卡车,接近中,50米,30公里/小时,应急车辆
136821,雨天,白天,湿滑,100公里/小时,150米,应急车辆,畅通,紧急（送医）,普通轿车,接近中,100米,30公里/小时,普通轿车
137207,雨天,白天,湿滑,100公里/小时,200米,普通轿车,畅通,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,应急车辆
137269,雨天,白天,湿滑,100公里/小时,200米,普通轿车,畅通,无特殊需求,卡车,接近中,100米,80公里/小时,无
137326,雨天,白天,湿滑,100公里/小时,200米,卡车,畅通,紧急（送医）,应急车辆,接近中,50米,80公里/小时,无
137347,雨天,白天,湿滑,100公里/小时,200米,卡车,畅通,紧急（送医）,应急车辆,接近中,10米,80公里/小时,应急车辆
137782,雨天,白天,湿滑,35公里/小时,10米,普通轿车,100米,紧急（送医）,普通轿车,接近中,100米,80公里/小时,无
137920,雨天,白天,湿滑,35公里/小时,10米,普通轿车,100米,赶时间（通勤/赶飞机）,卡车,接近中,50米,80公里/小时,无
138110,雨天,白天,湿滑,35公里/小时,10米,卡车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,50公里/小时,无
138126,雨天,白天,湿滑,35公里/小时,10米,卡车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,30公里/小时,应急车辆
138322,雨天,白天,湿滑,35公里/小时,10米,应急车辆,100米,紧急（送医）,卡车,接近中,100米,80公里/小时,无
138608,雨天,白天,湿滑,35公里/小时,50米,普通轿车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,50公里/小时,普通轿车
138730,雨天,白天,湿滑,35公里/小时,50米,普通轿车,100米,无特殊需求,卡车,接近中,50米,80公里/小时,无
139438,雨天,白天,湿滑,35公里/小时,100米,普通轿车,100米,无特殊需求,应急车辆,接近中,100米,80公里/小时,普通轿车
139497,雨天,白天,湿滑,35公里/小时,100米,卡车,100米,紧急（送医）,普通轿车,接近中,50米,30公里/小时,普通轿车
140024,雨天,白天,湿滑,60公里/小时,50米,普通轿车,100米,紧急（送医）,卡车,接近中,100米,50公里/小时,无
140155,雨天,白天,湿滑,60公里/小时,50米,普通轿车,100米,无特殊需求,普通轿车,接近中,10米,80公里/小时,应急车辆
140308,雨天,白天,湿滑,60公里/小时,50米,卡车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,80公里/小时,普通轿车
140427,雨天,白天,湿滑,60公里/小时,50米,卡车,100米,无特殊需求,应急车辆,接近中,10米,30公里/小时,应急车辆
140569,雨天,白天,湿滑,60公里/小时,50米,应急车辆,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,80公里/小时,无
140598,雨天,白天,湿滑,60公里/小时,50米,应急车辆,100米,赶时间（通勤/赶飞机）,卡车,接近中,10米,30公里/小时,无
140634,雨天,白天,湿滑,60公里/小时,50米,应急车辆,100米,无特殊需求,普通轿车,接近中,10米,30公里/小时,普通轿车
140665,雨天,白天,湿滑,60公里/小时,50米,应急车辆,100米,无特殊需求,应急车辆,接近中,50米,80公里/小时,应急车辆
140714,雨天,白天,湿滑,60公里/小时,100米,普通轿车,100米,紧急（送医）,普通轿车,接近中,10米,50公里/小时,普通轿车
140732,雨天,白天,湿滑,60公里/小时,100米,普通轿车,100米,紧急（送医）,应急车辆,接近中,10米,50公里/小时,无
140800,雨天,白天,湿滑,60公里/小时,100米,普通轿车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,80公里/小时,应急车辆
140969,雨天,白天,湿滑,60公里/小时,100米,卡车,100米,紧急（送医）,应急车辆,接近中,100米,50公里/小时,无
141115,雨天,白天,湿滑,60公里/小时,100米,卡车,100米,无特殊需求,普通轿车,接近中,50米,80公里/小时,普通轿车
141205,雨天,白天,湿滑,60公里/小时,100米,应急车辆,100米,紧急（送医）,普通轿车,接近中,50米,80公里/小时,应急车辆
141335,雨天,白天,湿滑,60公里/小时,100米,应急车辆,100米,赶时间（通勤/赶飞机）,卡车,接近中,10米,50公里/小时,普通轿车
141495,雨天,白天,湿滑,60公里/小时,150米,普通轿车,100米,紧急（送医）,卡车,接近中,50米,30公里/小时,普通轿车
141512,雨天,白天,湿滑,60公里/小时,150米,普通轿车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,50公里/小时,无
141783,雨天,白天,湿滑,60公里/小时,150米,卡车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,30公里/小时,无
142173,雨天,白天,湿滑,100公里/小时,100米,普通轿车,100米,紧急（送医）,普通轿车,接近中,10米,30公里/小时,普通轿车
142235,雨天,白天,湿滑,100公里/小时,100米,普通轿车,100米,紧急（送医）,卡车,接近中,10米,50公里/小时,应急车辆
142338,雨天,白天,湿滑,100公里/小时,100米,普通轿车,100米,无特殊需求,普通轿车,接近中,100米,30公里/小时,应急车辆
142349,雨天,白天,湿滑,100公里/小时,100米,普通轿车,100米,无特殊需求,应急车辆,接近中,50米,50公里/小时,无
142385,雨天,白天,湿滑,100公里/小时,100米,普通轿车,100米,无特殊需求,卡车,接近中,50米,50公里/小时,普通轿车
142409,雨天,白天,湿滑,100公里/小时,100米,卡车,100米,紧急（送医）,普通轿车,接近中,100米,50公里/小时,普通轿车
142434,雨天,白天,湿滑,100公里/小时,100米,卡车,100米,紧急（送医）,应急车辆,接近中,10米,30公里/小时,无
142672,雨天,白天,湿滑,100公里/小时,100米,应急车辆,100米,紧急（送医）,应急车辆,接近中,50米,80公里/小时,无
142721,雨天,白天,湿滑,100公里/小时,100米,应急车辆,100米,紧急（送医）,卡车,接近中,10米,50公里/小时,应急车辆
142859,雨天,白天,湿滑,100公里/小时,100米,应急车辆,100米,无特殊需求,卡车,接近中,100米,50公里/小时,无
142910,雨天,白天,湿滑,100公里/小时,150米,普通轿车,100米,紧急（送医）,普通轿车,接近中,10米,50公里/小时,应急车辆
143048,雨天,白天,湿滑,100公里/小时,150米,普通轿车,100米,无特殊需求,普通轿车,接近中,100米,50公里/小时,无
143137,雨天,白天,湿滑,100公里/小时,150米,卡车,100米,紧急（送医）,普通轿车,接近中,100米,80公里/小时,普通轿车
143152,雨天,白天,湿滑,100公里/小时,150米,卡车,100米,紧急（送医）,普通轿车,接近中,10米,80公里/小时,应急车辆
143614,雨天,白天,湿滑,100公里/小时,200米,普通轿车,100米,紧急（送医）,普通轿车,接近中,100米,80公里/小时,无
143765,雨天,白天,湿滑,100公里/小时,200米,普通轿车,100米,赶时间（通勤/赶飞机）,卡车,接近中,10米,50公里/小时,普通轿车
143766,雨天,白天,湿滑,100公里/小时,200米,普通轿车,100米,赶时间（通勤/赶飞机）,卡车,接近中,10米,30公里/小时,普通轿车
143815,雨天,白天,湿滑,100公里/小时,200米,普通轿车,100米,无特殊需求,应急车辆,接近中,50米,80公里/小时,普通轿车
144042,雨天,白天,湿滑,100公里/小时,200米,卡车,100米,无特殊需求,普通轿车,接近中,50米,30公里/小时,应急车辆
144068,雨天,白天,湿滑,100公里/小时,200米,卡车,100米,无特殊需求,应急车辆,接近中,50米,50公里/小时,应急车辆
144266,雨天,白天,湿滑,100公里/小时,200米,应急车辆,100米,无特殊需求,普通轿车,接近中,50米,50公里/小时,无
144316,雨天,白天,湿滑,100公里/小时,200米,应急车辆,100米,无特殊需求,卡车,接近中,100米,80公里/小时,无
144340,雨天,白天,湿滑,100公里/小时,200米,应急车辆,100米,无特殊需求,卡车,接近中,10米,80公里/小时,应急车辆
144553,雨天,白天,湿滑,35公里/小时,10米,普通轿车,50米,无特殊需求,应急车辆,接近中,50米,80公里/小时,应急车辆
144613,雨天,白天,湿滑,35公里/小时,10米,卡车,50米,紧急（送医）,应急车辆,接近中,100米,80公里/小时,无
144619,雨天,白天,湿滑,35公里/小时,10米,卡车,50米,紧急（送医）,应急车辆,接近中,10米,80公里/小时,无
144697,雨天,白天,湿滑,35公里/小时,10米,卡车,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,80公里/小时,无
144938,雨天,白天,湿滑,35公里/小时,10米,应急车辆,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,50公里/小时,无
145581,雨天,白天,湿滑,35公里/小时,50米,应急车辆,50米,紧急（送医）,普通轿车,接近中,50米,30公里/小时,应急车辆
145670,雨天,白天,湿滑,35公里/小时,50米,应急车辆,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,50公里/小时,无
145679,雨天,白天,湿滑,35公里/小时,50米,应急车辆,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,50公里/小时,普通轿车
145968,雨天,白天,湿滑,35公里/小时,100米,普通轿车,50米,无特殊需求,普通轿车,接近中,50米,30公里/小时,无
145989,雨天,白天,湿滑,35公里/小时,100米,普通轿车,50米,无特殊需求,普通轿车,接近中,10米,30公里/小时,应急车辆
146229,雨天,白天,湿滑,35公里/小时,100米,卡车,50米,无特殊需求,普通轿车,接近中,50米,30公里/小时,应急车辆
146428,雨天,白天,湿滑,35公里/小时,100米,应急车辆,50米,赶时间（通勤/赶飞机）,卡车,接近中,10米,80公里/小时,无
146532,雨天,白天,湿滑,60公里/小时,50米,普通轿车,50米,紧急（送医）,普通轿车,接近中,100米,30公里/小时,无
146737,雨天,白天,湿滑,60公里/小时,50米,普通轿车,50米,无特殊需求,应急车辆,接近中,100米,80公里/小时,应急车辆
146915,雨天,白天,湿滑,60公里/小时,50米,卡车,50米,赶时间（通勤/赶飞机）,卡车,接近中,10米,50公里/小时,无
146976,雨天,白天,湿滑,60公里/小时,50米,卡车,50米,无特殊需求,应急车辆,接近中,50米,30公里/小时,普通轿车
147018,雨天,白天,湿滑,60公里/小时,50米,应急车辆,50米,紧急（送医）,普通轿车,接近中,100米,30公里/小时,无
147304,雨天,白天,湿滑,60公里/小时,100米,普通轿车,50米,紧急（送医）,应急车辆,接近中,100米,80公里/小时,应急车辆
147366,雨天,白天,湿滑,60公里/小时,100米,普通轿车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,30公里/小时,应急车辆
147687,雨天,白天,湿滑,60公里/小时,100米,卡车,50米,无特殊需求,普通轿车,接近中,50米,30公里/小时,应急车辆
147693,雨天,白天,湿滑,60公里/小时,100米,卡车,50米,无特殊需求,应急车辆,接近中,100米,30公里/小时,无
147695,雨天,白天,湿滑,60公里/小时,100米,卡车,50米,无特殊需求,应急车辆,接近中,50米,50公里/小时,无
147745,雨天,白天,湿滑,60公里/小时,100米,应急车辆,50米,紧急（送医）,普通轿车,接近中,100米,80公里/小时,无
147992,雨天,白天,湿滑,60公里/小时,150米,普通轿车,50米,紧急（送医）,普通轿车,接近中,50米,50公里/小时,无
148089,雨天,白天,湿滑,60公里/小时,150米,普通轿车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,30公里/小时,应急车辆
148243,雨天,白天,湿滑,60公里/小时,150米,卡车,50米,紧急（送医）,普通轿车,接近中,50米,80公里/小时,普通轿车
148551,雨天,白天,湿滑,60公里/小时,150米,应急车辆,50米,紧急（送医）,卡车,接近中,50米,30公里/小时,应急车辆
148571,雨天,白天,湿滑,60公里/小时,150米,应急车辆,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,50公里/小时,普通轿车
148582,雨天,白天,湿滑,60公里/小时,150米,应急车辆,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,80公里/小时,无
148596,雨天,白天,湿滑,60公里/小时,150米,应急车辆,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,30公里/小时,普通轿车
148697,雨天,白天,湿滑,60公里/小时,150米,应急车辆,50米,无特殊需求,卡车,接近中,10米,50公里/小时,无
148839,雨天,白天,湿滑,100公里/小时,100米,普通轿车,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,30公里/小时,普通轿车
148971,雨天,白天,湿滑,100公里/小时,100米,卡车,50米,紧急（送医）,普通轿车,接近中,100米,30公里/小时,普通轿车
149049,雨天,白天,湿滑,100公里/小时,100米,卡车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,30公里/小时,无
149223,雨天,白天,湿滑,100公里/小时,100米,应急车辆,50米,紧急（送医）,普通轿车,接近中,100米,30公里/小时,应急车辆
149245,雨天,白天,湿滑,100公里/小时,100米,应急车辆,50米,紧急（送医）,应急车辆,接近中,10米,80公里/小时,普通轿车
149281,雨天,白天,湿滑,100公里/小时,100米,应急车辆,50米,紧急（送医）,卡车,接近中,10米,80公里/小时,应急车辆
149293,雨天,白天,湿滑,100公里/小时,100米,应急车辆,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,80公里/小时,普通轿车
149355,雨天,白天,湿滑,100公里/小时,100米,应急车辆,50米,赶时间（通勤/赶飞机）,卡车,接近中,10米,30公里/小时,普通轿车
149617,雨天,白天,湿滑,100公里/小时,150米,普通轿车,50米,无特殊需求,普通轿车,接近中,100米,80公里/小时,普通轿车
149636,雨天,白天,湿滑,100公里/小时,150米,普通轿车,50米,无特殊需求,应急车辆,接近中,100米,50公里/小时,无
149789,雨天,白天,湿滑,100公里/小时,150米,卡车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,50公里/小时,应急车辆
149937,雨天,白天,湿滑,100公里/小时,150米,应急车辆,50米,紧急（送医）,普通轿车,接近中,50米,30公里/小时,无
149952,雨天,白天,湿滑,100公里/小时,150米,应急车辆,50米,紧急（送医）,普通轿车,接近中,100米,30公里/小时,应急车辆
